transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,phone,payment_status,master_category,master_price,email_hash,revenue,year,month
3928,424,Tiffany Williams,110,45000.0,Microwave,Home Appliances,offline,Chennai,2026-02-18,1,Cash,0.05,88******93,failed,Home Appliances,45000,f3c01bc8185b5e1bd0a043ef75f41eb66235d78f174527a8fa02645652b44a3b,42750.0,2026,February
3929,723,Christopher Walter,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-12-06,5,Card,0.3,90******07,successful,Clothing,1300,5d34373d42305e7d0aca0dd995e95853aacd55afc93bb5a656398ab1a8555e59,4550.0,2025,December
3930,172,Daniel Smith,104,8000.0,Shoes,Clothing,online,Delhi,2026-05-01,5,NetBanking,0.05,65******79,successful,Clothing,8000,8be5e4c05181899d6e1b5c95fa2dabffb0a76825f1a70537800d30c479445f0d,38000.0,2026,May
3931,37,Joshua Nunez,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-09-25,4,Cash,0.2,85******85,successful,Home Appliances,45000,72837615be7d1b08611790f3f3ff8f99b0a3cde6c646c7e7fc540a8e81120c3f,144000.0,2025,September
3932,815,Kimberly Taylor,101,250000.0,Laptop,Electronics,online,Mumbai,2025-07-22,2,UPI,0.4,93******28,successful,Electronics,250000,34bd18a294811055b44f024e7a26b6dd80137540f21dbf1986938aa99283d3c9,300000.0,2025,July
3933,370,Jessica Moreno,104,8000.0,Shoes,Clothing,offline,Delhi,2025-12-29,2,Cash,0.05,89******38,successful,Clothing,8000,b19be758d0d504ebce9ae0e691e1c946b007610309a16d2321fa9c62d432fe62,15200.0,2025,December
3934,60,Kathleen Moreno,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-05-30,1,Card,0.25,95******55,successful,Home Appliances,65000,b33ff3bfaf6638d27ea5243a1351ffc504c2fc5e372b2c9480fcf685625ec46d,48750.0,2025,May
3935,505,Samantha Hull,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-05-24,1,NetBanking,0.15,74******65,successful,Home Appliances,15000,a591c2c7e3daa665f8db77a6444c0bdd92d4891127dfdf478b5d89494fe8860a,12750.0,2025,May
3936,771,Matthew Greer,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-03-21,2,Card,0.15,82******12,successful,Furniture,80000,3f3bea6b25b9a906a43ca5bc5f949204662acf9415b364b724f7d7b7d7cceb42,136000.0,2026,March
3937,91,Christopher Martin,102,70000.0,Phone,Electronics,offline,Bangalore,2025-11-22,1,Cash,0.35,83******11,successful,Electronics,70000,b9e0c2d9c676a022ecfce21cfca755fc409a089a23df751f571f0db6b460f282,45500.0,2025,November
3937,91,Christopher Martin,102,70000.0,Phone,Electronics,offline,Bangalore,2025-11-22,1,Cash,0.35,83******11,failed,Electronics,70000,b9e0c2d9c676a022ecfce21cfca755fc409a089a23df751f571f0db6b460f282,45500.0,2025,November
3938,177,Barbara Weber,105,45000.0,Tv,Electronics,online,Chennai,2026-08-04,1,NetBanking,0.3,62******42,successful,Electronics,45000,12df3e14843b816ac32b26861bcf8858b90063430dfbcfb98626f6c74f838c90,31499.999999999996,2026,August
3939,618,Alan Torres,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2026-03-04,2,UPI,0.3,73******05,successful,Home Appliances,65000,3c4a253fedb370c969f1d7bb815eb1bd3e05ca768a5381eae01ce92957eca220,91000.0,2026,March
3940,923,George Wilkinson,104,8000.0,Shoes,Clothing,online,Mumbai,2025-05-29,1,Cash,0.1,65******22,successful,Clothing,8000,e7f779b76a2b0d1be8c1ec2ccd3f8685316ed57130009eacec74f64ce3ef4362,7200.0,2025,May
3941,130,Bailey Smith,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-09-28,5,Card,0.15,95******53,successful,Furniture,80000,a1127b790235a08d62de8cdb9142a1ce9ab8388b05f95145b9ac48a2c7b0ea0d,340000.0,2025,September
3942,566,Tina Chung,101,250000.0,Laptop,Electronics,online,Mumbai,2025-08-21,5,UPI,0.3,67******11,successful,Electronics,250000,b9833796de7f10f5c60207b13ad3f43b77e1d19f9589046a944aba09c1f4ef72,875000.0,2025,August
3943,774,Antonio Evans,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-09-28,4,Cash,0.05,71******42,successful,Furniture,80000,eff10c82064736299a4a97c53f83ba6e4234dc7ada8c52642eaa6b4d8d275289,304000.0,2025,September
3943,774,Antonio Evans,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-09-28,4,Cash,0.05,71******42,failed,Furniture,80000,eff10c82064736299a4a97c53f83ba6e4234dc7ada8c52642eaa6b4d8d275289,304000.0,2025,September
3944,845,Sara Smith,101,250000.0,Laptop,Electronics,online,Chennai,2026-03-01,3,UPI,0.4,61******26,successful,Electronics,250000,b7b1e934efd61e751e05f496ca45a16459c27296e3ba828c0cbee46f0c3534eb,450000.0,2026,March
3945,417,Kristina Lewis,101,250000.0,Laptop,Electronics,offline,Delhi,2026-03-28,2,UPI,0.35,78******32,successful,Electronics,250000,fd426419a08291b763b84cfa4ce559b748c78ff75928b492ce9cbaa669ad10f3,325000.0,2026,March
3946,504,Victor Hendricks,102,70000.0,Phone,Electronics,offline,Mumbai,2026-01-21,4,Card,0.3,65******07,successful,Electronics,70000,a90c227eb3f5bec125f2c387d00f0afca603c4e42035e687491796580983e15c,196000.0,2026,January
3946,504,Victor Hendricks,102,70000.0,Phone,Electronics,offline,Mumbai,2026-01-21,4,Card,0.3,65******07,failed,Electronics,70000,a90c227eb3f5bec125f2c387d00f0afca603c4e42035e687491796580983e15c,196000.0,2026,January
3947,394,Jeffrey Johnson,105,45000.0,Tv,Electronics,online,Mumbai,2025-11-24,3,NetBanking,0.35,68******41,successful,Electronics,45000,5ac931c3f19a95924b537b3b94468f6e61b2ddda9176a14cbe1f98b3e87479c8,87750.0,2025,November
3948,836,Jennifer Ross,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-07-02,2,NetBanking,0.3,97******95,successful,Home Appliances,65000,ef0bef0fdb7a178d2fa42297b9be31014516395f8959b3b1ec39bff5ef0d68b2,91000.0,2025,July
3949,828,Anthony Garner,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-01-03,1,Cash,0.1,73******49,successful,Home Appliances,15000,e0fce0818dda98b5ed467db0fba97a3550fe5c401e32531a79a2739a0d76b456,13500.0,2026,January
3950,909,Jacqueline Frye,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-09-26,2,NetBanking,0.05,60******95,successful,Home Appliances,45000,b7bc3ad91c34dcb7476112d46b58931728e9eb5ffa97ec91dbfb9a379eb57a22,85500.0,2025,September
3951,335,Jacob Evans,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-10-15,2,Cash,0.15,64******10,successful,Clothing,8000,4e9a4154675455f45a1af6bccec6488cea6ca308837029b0d2ce6290557a126f,13600.0,2025,October
3952,932,Jessica Harrell,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-07-23,2,Cash,0.1,69******25,successful,Home Appliances,45000,63bd5afa54cee1c31d5ef12fe5dc140663086690973e47ebb7a52d2763e1fe51,81000.0,2025,July
3953,847,Eric Mejia,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-05-17,4,UPI,0.25,91******86,successful,Home Appliances,15000,ac97b4c4e4e390c7f963fb5afbe0cb21f9ee5ae07d737bf18f6b401914821365,45000.0,2025,May
3954,513,Brandon Sims,101,250000.0,Laptop,Electronics,offline,Chennai,2026-02-25,5,NetBanking,0.1,70******19,successful,Electronics,250000,51f1cbbcc3dc7c87cb52241b4278fddf066e18c9bf8c9a83ec9631cd1a85d9fe,1125000.0,2026,February
3955,395,John Lee,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-06-10,5,Cash,0.05,65******21,successful,Home Appliances,15000,958c60d4f20afe1aad38f7718b8a3439dedb498291acd66e6c8c955a6c00819e,71250.0,2025,June
3956,421,Rebecca Holland,107,50000.0,Dining Table,Furniture,online,Delhi,2026-02-21,3,NetBanking,0.15,61******60,successful,Furniture,50000,894509abc5a859b77eab65bc7abdab1ecf763f1ec9812f93988874d4533fe306,127500.0,2026,February
3957,797,Anthony Martinez,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-11-17,5,Cash,0.15,70******34,successful,Clothing,1300,1daa3d7da0df522ae5e24fc8f50239a9c27630ce1d99c0e01c087f4e65e783a3,5525.0,2025,November
3958,742,Wesley Davis,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-05-12,4,UPI,0.15,69******46,successful,Home Appliances,45000,5b9633b24f3672c78120c26037eec1569a5d34806f7343c73a785979d0a3ecc0,153000.0,2025,May
3959,930,Jason Hubbard,105,45000.0,Tv,Electronics,online,Chennai,2026-04-07,5,Card,0.2,70******28,successful,Electronics,45000,09e9b260dc2f30dedf0b45d60c5a6c7ce771a0c15dbee63decc7766311217951,180000.0,2026,April
3960,736,Lisa Lee,106,80000.0,Sofa,Furniture,offline,Delhi,2025-10-23,3,NetBanking,0.4,70******21,successful,Furniture,80000,47274124ed6cea6f7e308d2692db3269d2bfd14614db4c8f72f13d61846f3cff,144000.0,2025,October
3961,505,Samantha Hull,104,8000.0,Shoes,Clothing,online,Chennai,2026-02-07,1,NetBanking,0.4,74******65,successful,Clothing,8000,a591c2c7e3daa665f8db77a6444c0bdd92d4891127dfdf478b5d89494fe8860a,4800.0,2026,February
3962,920,Gary Thomas,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-11-29,2,NetBanking,0.25,69******67,successful,Home Appliances,45000,ea537b84a2b7bede6cbd7a744054e017435647049ee806035366a2d9c3d1b1ba,67500.0,2025,November
3963,129,Thomas Wells,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-11-25,2,NetBanking,0.05,94******86,successful,Furniture,80000,bd4b3f0342aa8697bfb94dfdba6e13793a707467baebc15e753a57b7f877be23,152000.0,2025,November
3964,141,Brooke Nunez,102,70000.0,Phone,Electronics,offline,Bangalore,2025-07-19,4,UPI,0.3,80******05,successful,Electronics,70000,00bca60eecd040d0f980b01729ba996b4a969a5fb0440b16f7d42f3edbc40e3a,196000.0,2025,July
3965,370,Jessica Moreno,104,8000.0,Shoes,Clothing,online,Delhi,2025-06-08,3,Cash,0.1,89******38,successful,Clothing,8000,b19be758d0d504ebce9ae0e691e1c946b007610309a16d2321fa9c62d432fe62,21600.0,2025,June
3966,766,Stacey Jones,105,45000.0,Tv,Electronics,offline,Mumbai,2026-02-20,4,UPI,0.1,80******77,successful,Electronics,45000,90054e5026fd67a321cd841d2f54712fc948b19b130b6f0421adbd61888f64ff,162000.0,2026,February
3967,334,Brenda Gonzales,104,8000.0,Shoes,Clothing,offline,Chennai,2025-11-04,2,NetBanking,0.25,90******83,successful,Clothing,8000,58d1d62c08ac3255fc654fac32d4b9d96bbd947fb8553526edc31b5593aec51d,12000.0,2025,November
3968,253,Emily Rodriguez,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-08-07,4,NetBanking,0.15,95******45,successful,Home Appliances,65000,960f348e93082ba4e3a4ac55ece83f35eabaaf75168a2179c6f9fc82a0294e37,221000.0,2025,August
3969,876,David Whitaker,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-09-19,3,Cash,0.3,90******57,successful,Home Appliances,15000,97827d13cabb86c610eb3faf66cecaa99b270c0815de8221fec2d17321d229d9,31499.999999999996,2025,September
3970,640,Carrie Jacobson,104,8000.0,Shoes,Clothing,online,Bangalore,2025-07-26,1,Card,0.2,72******07,successful,Clothing,8000,48004bb85c12fae1566c5775172309769584efb0f43ebb8572be08c74599158c,6400.0,2025,July
3972,288,Darren Parker,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-11-18,4,Cash,0.4,77******69,successful,Home Appliances,45000,10e29cbeda48e534b6c580cf8e53d92364939d1826d5e1a6b7b6e538bbdd53ad,108000.0,2025,November
3973,114,Mark Baird,102,70000.0,Phone,Electronics,offline,Mumbai,2025-07-18,1,UPI,0.1,63******74,successful,Electronics,70000,f93652636e57f253ff4087dd9c314105703991db4d83656ac119a916ccaf1a1d,63000.0,2025,July
3974,445,Steven Byrd,102,70000.0,Phone,Electronics,online,Chennai,2025-08-06,5,NetBanking,0.35,65******24,successful,Electronics,70000,cb5994c495e8ab55f26d19df3fa20b79ed6f557b50fdee721f3556658823c264,227500.0,2025,August
3975,627,Nicole Allen,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-09-11,2,Card,0.15,64******56,successful,Furniture,80000,5db16276041dde40e47a571f104d6f7807e44f0c870468c534a0de65a09f4f84,136000.0,2025,September
3976,792,Jeff Norris,101,250000.0,Laptop,Electronics,offline,Delhi,2025-08-01,5,NetBanking,0.2,80******66,successful,Electronics,250000,842df8f12332b1a7fa2c08057c4705c530e43495f728a656be07a6bfe6181910,1000000.0,2025,August
3977,849,Mark Carson,101,250000.0,Laptop,Electronics,online,Bangalore,2025-08-28,5,UPI,0.05,94******25,successful,Electronics,250000,ba8971ac493bed24381da2e7c8bd71398f1f2c01d59ddab865c39af03312657d,1187500.0,2025,August
3978,534,Deborah Lopez,102,70000.0,Phone,Electronics,online,Delhi,2026-01-09,4,UPI,0.2,91******18,successful,Electronics,70000,6eb794af9739e0e2bbb59efc35e83248e1af5804c4c91ebdbd118883d3e8fcf7,224000.0,2026,January
3979,239,Tyler Greene,106,80000.0,Sofa,Furniture,online,Delhi,2025-10-11,5,Card,0.3,81******07,successful,Furniture,80000,3f6662589024338f4b1a47cd105e46478af2497c6479587081773a171537cbaa,280000.0,2025,October
3980,336,Gregory Mitchell,101,250000.0,Laptop,Electronics,online,Chennai,2025-10-30,4,NetBanking,0.2,86******45,successful,Electronics,250000,5e50ef03abdd96208d8b438ebb0ab8302bb8d198290d03745d76a5d6b5e6dbaa,800000.0,2025,October
3981,721,Robert Villa,103,1300.0,Shirt,Clothing,online,Mumbai,2025-04-25,2,UPI,0.1,82******53,successful,Clothing,1300,a7e0df9ca4874d27c55446bf291693525e2ff838f7a7a06b7b39b8810f9e8b54,2340.0,2025,April
3982,364,Kelly Graves,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2026-01-15,4,Cash,0.35,62******43,successful,Home Appliances,15000,72120a480226289750b248cb09ce58347c57737b11e4d484dcff5d9fc422026c,39000.0,2026,January
3983,264,Kelli Johnson,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-05-21,5,Cash,0.1,98******31,successful,Home Appliances,45000,3aaa6ae0a7b9a1c8b63158b1c3de5f2ac397ffd9e5820b12ded699bba5bc097b,202500.0,2025,May
3984,257,Courtney Terrell,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-05-26,4,Cash,0.2,81******54,successful,Home Appliances,65000,8aaf453dc682fdf7a438f81f333d07c2e20f4ff5fd71f69768005e27af656133,208000.0,2025,May
3985,923,George Wilkinson,102,70000.0,Phone,Electronics,online,Mumbai,2025-05-13,2,Card,0.05,65******22,successful,Electronics,70000,e7f779b76a2b0d1be8c1ec2ccd3f8685316ed57130009eacec74f64ce3ef4362,133000.0,2025,May
3986,404,Julian Cox,106,80000.0,Sofa,Furniture,offline,Delhi,2025-06-23,3,Card,0.15,99******39,successful,Furniture,80000,e77c8dab14ba4c0ca13c73401ae9b8f832608d8ecce978f2d5a805a50c043374,204000.0,2025,June
3987,691,Clayton Miles,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-09-21,3,Cash,0.35,68******37,successful,Home Appliances,15000,5e8ba638d2fa9cba5d254b2244d8643b146061a6693e2dd45233ecd21e0b6121,29250.0,2025,September
3988,933,Zachary Khan,104,8000.0,Shoes,Clothing,online,Bangalore,2025-06-28,4,Cash,0.05,93******81,successful,Clothing,8000,355b3b9a9289c38591536242d2715661cca3197dcd916c580ed7ee6afb4f95dc,30400.0,2025,June
3988,933,Zachary Khan,104,8000.0,Shoes,Clothing,online,Bangalore,2025-06-28,4,Cash,0.05,93******81,failed,Clothing,8000,355b3b9a9289c38591536242d2715661cca3197dcd916c580ed7ee6afb4f95dc,30400.0,2025,June
3989,940,Nicole Briggs,104,8000.0,Shoes,Clothing,online,Chennai,2026-03-15,3,Card,0.15,66******93,successful,Clothing,8000,49dae1c6c61cb68add3476765f3caeea6052af0a2550af2cce7d2d18779e572e,20400.0,2026,March
3990,275,Edward Beck,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-04-19,3,Cash,0.25,87******34,successful,Home Appliances,65000,8c6a498853878d2359ad77191610b474fa1df41590815b246b125d28f95ca8c0,146250.0,2025,April
3991,950,Cheyenne Mason,107,50000.0,Dining Table,Furniture,online,Delhi,2026-04-04,1,UPI,0.35,73******31,successful,Furniture,50000,7fe743331ca3637e03d7c422ed883dce2007f2d6b5316949a7b6488a665e8e23,32500.0,2026,April
3992,551,Joel Coleman,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-03-09,4,UPI,0.1,89******40,successful,Home Appliances,65000,ab20039380626121af4655acef5297b6624fc428306e46b43d0c3976200f6650,234000.0,2025,March
3993,694,Lori Barrera,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-06-15,2,NetBanking,0.25,95******73,successful,Furniture,50000,89d04fad7a8834b711f0ab6136ab49484b1963cc23189e9bae32ca64de46fd72,75000.0,2025,June
3994,417,Kristina Lewis,102,70000.0,Phone,Electronics,offline,Delhi,2026-01-05,5,NetBanking,0.4,78******32,successful,Electronics,70000,fd426419a08291b763b84cfa4ce559b748c78ff75928b492ce9cbaa669ad10f3,210000.0,2026,January
3995,966,Susan Phillips,102,70000.0,Phone,Electronics,offline,Delhi,2025-04-22,5,Card,0.1,82******18,successful,Electronics,70000,75f6f177600c62f091d62be32e274c42cf247cd2b74d4e0effd91955d33009e2,315000.0,2025,April
3996,173,Joshua Smith,105,45000.0,Tv,Electronics,offline,Delhi,2025-05-01,3,UPI,0.1,93******78,successful,Electronics,45000,88c0402c27cfb1655c96894e7e1aa1a01d29b665c03df8d29c591f8cf7e547ed,121500.0,2025,May
3997,654,Amy Ramos,105,45000.0,Tv,Electronics,offline,Chennai,2026-02-18,4,UPI,0.1,83******59,successful,Electronics,45000,a59da6d61b4c0ee5bc5f5a976d70344305dc9ff8872e14ab0e54eec9e26aaccb,162000.0,2026,February
3998,751,Christina Brown,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-07-11,1,Cash,0.35,95******83,successful,Electronics,45000,27354aa0b033cd7d2955d5064c29c4813549447894c65d58bced6c392979ff81,29250.0,2025,July
3999,727,Rodney Simmons,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-12-08,3,Cash,0.05,77******82,successful,Furniture,50000,fbddafd90e7b0ed1da5bcc2ab7e9885d58d8e901c29de468d881eb1d56f89ecd,142500.0,2025,December
4000,184,Katherine Jones,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2026-01-18,5,NetBanking,0.15,89******38,successful,Furniture,50000,49b00a023f5a9f06c8e0308c8f0b9f2df4cec5e26f5f099d651947ee895121b6,212500.0,2026,January
4001,1112,Jasmine Carlson,106,80000.0,Sofa,Furniture,offline,Delhi,2025-12-18,2,Cash,0.1,82******57,successful,Furniture,80000,b735bd2fb8b7976b2acde7ad237edeae6a7cf94bedc119ecccf78deb78fe08e8,144000.0,2025,December
4002,1125,Jeanne Suarez,105,45000.0,Tv,Electronics,online,Mumbai,2025-08-07,3,Card,0.1,64******12,successful,Electronics,45000,613ac56f41e7c3f7f487892984b54cd34d14560c0d0319c48b4c713b530fc4ca,121500.0,2025,August
4003,1379,Anthony Howard,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-09-19,2,Cash,0.3,81******33,successful,Furniture,50000,76d73afda7f524a563d3302c18505c83409d8f5e8104a572055ded5e6e89afc2,70000.0,2025,September
4004,1570,John Wilkins,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-11-20,2,Cash,0.4,64******29,successful,Furniture,50000,3f7015797e577a3ffe8cff970879c44ad15034ab7c7bcacfec389287d047f489,60000.0,2025,November
4005,1433,Joseph Knapp,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-09-29,5,Cash,0.25,92******37,successful,Home Appliances,15000,91892b4797220d2f21ed3f40ef8c96d5aeb2cbaa32ab426940010fd24f3344a5,56250.0,2025,September
4006,1307,George Hall,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-05-25,3,Card,0.4,63******07,successful,Electronics,250000,1f2b81b7ef4303b187f4c2e1aac475e98e34041ad9ab4b26a18c8284477d77b2,450000.0,2025,May
4007,1911,Marc Morales,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2026-03-28,3,Card,0.15,99******59,successful,Home Appliances,15000,85c004a993af3a093a4579cc56d1301fc7e22e012c0bfc072680cb886d3e2c15,38250.0,2026,March
4008,1435,Jeffrey Wood,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-12-21,3,NetBanking,0.3,72******89,successful,Home Appliances,15000,1980344bc8179ee63012e16e622e6d1d0ecf2458c37940b7b9af9ee12bb5da1d,31499.999999999996,2025,December
4009,1366,Kimberly Stevenson,103,1300.0,Shirt,Clothing,online,Bangalore,2025-09-16,1,Cash,0.2,87******53,successful,Clothing,1300,e84c3c3e862f308c83e7a246e94be5e8603caf6bf630c99466960d8b136d12c1,1040.0,2025,September
4010,1428,James Mccoy,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-11-26,4,Cash,0.3,66******77,successful,Furniture,50000,68130ae7785904cbf6e84a06fe5cd0fa3419b933dea43fbfc4af1bcbab9df6b6,140000.0,2025,November
4011,1778,Joseph Tucker,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-06-22,3,NetBanking,0.05,79******67,successful,Home Appliances,45000,cc91ff15b9072a6725fbbe9b9f923ed69e748dd7329538c9227e2539c98d3720,128250.0,2025,June
4012,1572,Linda Cummings,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-07-07,3,Cash,0.3,73******94,successful,Clothing,1300,7d9674378f573413cc2f91ffad1d0487bddd1f39de75125994f8f30f0d00d6de,2730.0,2025,July
4013,1764,Lisa Matthews,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-11-21,4,Cash,0.4,74******11,successful,Furniture,50000,7429872d3e291d32bdbc694d5503218245481674c97d04bb6a77bc81215045ed,120000.0,2025,November
4014,1320,Ryan Jacobs,102,70000.0,Phone,Electronics,offline,Chennai,2025-08-27,5,Cash,0.35,79******00,successful,Electronics,70000,1177ced34edd43b6b9f2ce2a3de5cc2e9bfcbb9bd8997ba9dc44e3d5d9bc3773,227500.0,2025,August
4015,1153,Thomas Sanchez,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2026-04-05,2,NetBanking,0.2,84******82,successful,Home Appliances,15000,26086a95718a3c95ec53b99a24c6d0f7da19fe5b1b40a1e146d38a306f14f3dc,24000.0,2026,April
4016,1213,David Davis,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-01-06,4,UPI,0.1,75******49,successful,Home Appliances,65000,7eb280e15f494c71a9170b4e884af64a63c58930b575d4a9744f6c522f10c76e,234000.0,2025,January
4017,1125,Jeanne Suarez,106,80000.0,Sofa,Furniture,offline,Mumbai,2026-01-07,2,NetBanking,0.15,64******12,successful,Furniture,80000,613ac56f41e7c3f7f487892984b54cd34d14560c0d0319c48b4c713b530fc4ca,136000.0,2026,January
4018,1086,Samuel George,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-08-07,3,UPI,0.4,82******95,successful,Home Appliances,15000,565aca90d8d3eeb36c53e87cd91ef5719dbe643f25ce98c1355018f4bdfbcc7d,27000.0,2025,August
4019,1857,Kyle Kennedy,106,80000.0,Sofa,Furniture,online,Mumbai,2025-12-04,5,NetBanking,0.05,67******00,successful,Furniture,80000,f69e7125962737c72c3005a5eed9b830971250c705a213c13df31f3a82a6cae0,380000.0,2025,December
4020,1811,Rita Hamilton,101,250000.0,Laptop,Electronics,offline,Hyderabad,2026-04-16,5,UPI,0.4,68******74,successful,Electronics,250000,795ddfb82c24fd7b8e601b964799abe6a1547daccf3a4eb3087249b68cd871ee,750000.0,2026,April
4021,1351,Scott Martinez,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-08-16,1,UPI,0.35,82******29,successful,Home Appliances,65000,2a4a919a06da7c381f47b1a01bfbb9bb6b06737c679066e80e8c01535905d648,42250.0,2025,August
4022,1407,Laura Adams,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-05-07,5,Cash,0.15,60******68,successful,Furniture,80000,0bd270fa751f0bf48e932538b51fa3850fd5b76fc2458623e84b53e8d11e28f1,340000.0,2025,May
4023,1534,Matthew Harrington,102,70000.0,Phone,Electronics,offline,Delhi,2026-02-04,3,Card,0.05,76******86,successful,Electronics,70000,8770dd3509d00399c0939f7cbb9963e873e4af48e5d149ae4074d4b8f5ded74e,199500.0,2026,February
4024,1365,Patrick Preston,103,1300.0,Shirt,Clothing,offline,Delhi,2025-09-17,1,UPI,0.25,60******01,successful,Clothing,1300,59e876a310ea69548c17e5b66ce18678f4986452c86eaeef8bd03cc2547de2c5,975.0,2025,September
4025,1262,Jessica Hawkins,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2026-02-26,1,NetBanking,0.4,73******77,successful,Home Appliances,65000,f14d5eb301c27118ab0e69fdbd038be2c1ed0a8d0bc2f3e0355798889f5a390f,39000.0,2026,February
4026,1825,Mary Malone,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-08-03,2,UPI,0.3,70******80,successful,Home Appliances,15000,2b4e4d77ee7f155bd6ce58832f7d3efdb86dacdc2c71422a40326c2753123276,21000.0,2025,August
4027,1548,Christina Porter,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-01-28,2,UPI,0.3,77******59,successful,Clothing,8000,617a9ad0699d1a80afc19f608d57baaa3c8d032f17928504cf9d8e87feeae04d,11200.0,2026,January
4028,1321,Daniel Taylor,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-12-10,2,UPI,0.1,69******62,successful,Furniture,80000,da5ea1655d755fe20e817224bcdcd071aa8fe300d7fbae1ddc1620ef95272eaa,144000.0,2025,December
4029,1752,Ryan Heath,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-12-18,3,NetBanking,0.2,94******40,successful,Clothing,1300,bf532db9708f1e4c7f07f24cb42d3fd56ce7cb6cf1f454f383abd1f83fcea2e9,3120.0,2025,December
4029,1752,Ryan Heath,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-12-18,3,NetBanking,0.2,94******40,failed,Clothing,1300,bf532db9708f1e4c7f07f24cb42d3fd56ce7cb6cf1f454f383abd1f83fcea2e9,3120.0,2025,December
4030,1770,Daniel Lester,110,45000.0,Microwave,Home Appliances,offline,Chennai,2026-01-22,4,Card,0.25,72******11,successful,Home Appliances,45000,d8dbb078a784ff58dffb7e4e0524102acb69bd6d74e80f793ccbaee631804eb4,135000.0,2026,January
4031,1932,Eric Mitchell,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-05-02,2,Card,0.4,73******00,successful,Furniture,50000,74052aff30c0380a20d806c6068854884390cd5cea6d3b2b03bb18bbfbf07141,60000.0,2025,May
4032,1142,Joseph Chavez,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-08-23,4,NetBanking,0.25,74******91,successful,Electronics,250000,0f5bf09b2cb690b61374185cfdf4bbfc3a3f2b7cc48abc885b35de60d27ec280,750000.0,2025,August
4033,1171,William Orr,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-02-12,2,NetBanking,0.05,93******79,successful,Home Appliances,45000,20bfb4502c3525538152e30ce77989bd017545ea0d545fb66f0b0b5672ac1a08,85500.0,2026,February
